ref_id,txn_type,msg_id,mti,blr_category,response_code,payment_channel,cou_id,bou_id,bou_status,cust_mobile_num,tran_ref_id,blr_id,agent_id,last_upd_host,last_upd_port,last_upd_site_cd,crtn_ts,settlement_cycle_id,complaince_cd,complaince_reason,mandatory_cust_params,initiating_ai,txn_amount,on_us,payment_mode
REFRXSKSPGRDAFVCSSUU78J3RPLPVZ4LMRFV7J,FETCH,MSG79WQHDDW47OMTCYO9PE7Z8FJ18ZKMSPABL3,FETCH,Water,200,Internet,EU01,PU51,FAILURE,9354835710,EU01TRNQM7GJA3J,SURYOOOOONATLE,EU01AGT4709,127.0.0.1,9090,SITE1,2024-10-21 03:39:47,SCYCLE417,BPR005,Payment cannot be processed,,EU01,886.97,N,IMPS
REFADOTLRYIUDUGIIHVYWTC2ZEQ5DDAFN26QQB,FETCH,MSGKMMW0UAR81K7TBBFONGIBNCPQ0TJBFU3NCQ,FETCH,Electicity,000,Branch,MK01,I021,SUCCESS,9624377294,MK01TRNLOYTI0JL,TNEB00000IND01,MK01AGT6059,127.0.0.1,9090,SITE1,2024-12-29 00:28:09,SCYCLE480,,,,MK01,760.28,Y,Cash
REF067OFOTG0KM7HQBOKPMTH6WUEBF8IK0OD7J,FETCH,MSGIHMDQA8LGJUPEKCEKUMRCYTDWBNK2RKCICF,FETCH,IIFLOOOOONATD9,200,Mobile,GP01,AX91,FAILURE,9316799492,GP01TRNY2PTNUEL,IIFLOOOOONATD9,GP01AGT8291,127.0.0.1,9090,SITE1,2025-01-17 21:33:38,SCYCLE708,BPR005,Payment cannot be processed,,GP01,306.2,N,Net_Banking
REFPYFJNPQA98RQNJAWRKEVSH2O4FBDHRAKQR3,FETCH,MSGKQYOLFEGNVYHBFQRKAFGQN5Y9IORFZ8MX7B,FETCH,Water,001,Agent,JH01,PU51,FAILURE,9802321376,JH01TRNBPQZD9RN,SURYOOOOONATLE,JH01AGT5614,127.0.0.1,9090,SITE0,2025-01-31 19:48:48,SCYCLE176,BOU003,Connect Timeout to BOU,,JH01,735.06,N,Wallet
REFABYVZ9NWGB4KCIFASMHLDLHFTHLLJEYAPBP,FETCH,MSGPXBHOYONTAK3N08JV7ZUEWJP44ERTS7TVKT,FETCH,Loan,001,POS,PP01,KM11,FAILURE,9236011201,PP01TRNUT0ZSN0M,KOTA0000ONATED,PP01AGT5378,127.0.0.1,9090,SITE0,2024-11-06 16:08:53,SCYCLE765,BOU004,Read Timeout to BOU,,PP01,841.12,N,Credit_Card
REFNX6P5CIBKS1JWKKF0VAHUEPKTARYGRGO37P,FETCH,MSGGJELLDCZBDXLIX8I2QSHU74XPD1WQOM0RWQ,FETCH,Water,000,Branch,PP01,PU51,SUCCESS,9586008342,PP01TRNF0UHZWWE,SURYOOOOONATLE,PP01AGT5561,127.0.0.1,9090,SITE0,2025-02-12 03:57:31,SCYCLE278,,,,PP01,664.74,N,IMPS
REFVY9TQ3YCS8SQKGRXMSNY0SABJGOW5NPZF4Z,FETCH,MSGYIWDPAOEE1NMIRJ4EO8P90F3AVIHJGSYR4W,FETCH,Mobile,001,ATM,GP01,EU51,FAILURE,9763047696,GP01TRNUW4BEVPD,VIDEOCONONATO1,GP01AGT9640,127.0.0.1,9090,SITE0,2024-12-05 06:40:06,SCYCLE568,BOU001,Send failed to BOU,,GP01,897.56,N,Cash
REFOFDHVC1JK8YL5PDCT2ODPU0B36Y06OI7FFJ,FETCH,MSGMAMPKGT2YXEOQD5YI7P8FJSEO8VHZNRWUTC,FETCH,Loan,000,Branch,PP01,KM11,SUCCESS,9700255052,PP01TRN3G9XWSOR,KOTA0000ONATED,PP01AGT7745,127.0.0.1,9090,SITE0,2024-10-11 13:13:03,SCYCLE167,,,,PP01,963.33,N,Net_Banking
REFQEWYN6LRPN7LJSMTOZX2CV9QVABXVL3QEJY,FETCH,MSGJU1AUZ4ECTAVAKWVLP6300JFLKATZSZVPKR,FETCH,Electicity,001,Branch,PP01,I021,FAILURE,9600591622,PP01TRNMNMTHPLC,TNEB00000IND01,PP01AGT1736,127.0.0.1,9090,SITE0,2025-01-23 23:06:23,SCYCLE376,BOU001,Send failed to BOU,,PP01,967.33,Y,UPI
REFBOHQELHGURVOSV9IS4O4JF0ORTLVHFVIEQH,FETCH,MSGWXLPI9HPOB68THBQNW635KSOF9LHCFOFZDR,FETCH,Water,001,POS,PP01,PU51,FAILURE,9399433112,PP01TRNQD1SZY1M,SURYOOOOONATLE,PP01AGT2776,127.0.0.1,9090,SITE0,2025-02-15 11:08:21,SCYCLE485,BOU003,Connect Timeout to BOU,,PP01,723.91,N,Net_Banking
REFX7TK1YFMFZUZMOKG5QZ2XN88Z5Z7TJDNMED,FETCH,MSG9EQFCD6XSFGP3IOJNVUYAVLQ8XJUQGK9AJ3,FETCH,Credit Card,001,Branch,EU01,SB51,FAILURE,9912141832,EU01TRNQLLZYFPJ,SBIC00000NATDN,EU01AGT5484,127.0.0.1,9090,SITE0,2025-01-12 21:17:57,SCYCLE106,BOU002,Timeout at BOU,,EU01,152.19,N,Net_Banking
REFSDZWQLIXD7ECRLSAB8GJ75U88WOFNJXOKNY,FETCH,MSGV00FXLPXFWUTIW5NNPOON65VNUTUFVHGFMQ,FETCH,Electicity,000,Branch,IC01,I021,SUCCESS,9895394723,IC01TRNAWV6NWD8,TNEB00000IND01,IC01AGT3030,127.0.0.1,9090,SITE1,2024-12-31 18:04:45,SCYCLE627,,,,IC01,437.38,N,Net_Banking
REF7JWQVBMRO1JJJVGIOLOKO4N515BXNCXSOKR,FETCH,MSGVIAWYVUAROW6NLRQGVI8IAOHIUACOQJ7P3D,FETCH,Electicity,001,Branch,JH01,I021,FAILURE,9285787290,JH01TRNCWYJXZOG,TNEB00000IND01,JH01AGT4643,127.0.0.1,9090,SITE0,2025-02-28 14:11:21,SCYCLE572,BOU003,Connect Timeout to BOU,,JH01,16.85,N,IMPS
REFNEN8AVNYSITBTZXXYOQZJN1O6A5NLH6W2IS,FETCH,MSGR8GKP28MS7HEPTDGEUMUX9LINLL6HTDTLKS,FETCH,Electicity,200,ATM,KV01,I021,FAILURE,9120017321,KV01TRNW9MSQBBX,TNEB00000IND01,KV01AGT6095,127.0.0.1,9090,SITE0,2025-03-03 05:02:23,SCYCLE270,BPR005,Payment cannot be processed,,KV01,991.94,Y,Cash
REFEHTF807CXRPUD2HJLPOIYILISVZRJXIGWTM,FETCH,MSG1WFJKML5GX3ZHLOTQWDUKCLKYNFYJND4TCD,FETCH,Water,200,Mobile,GP01,PU51,FAILURE,9220976514,GP01TRNNXVV2DLA,SURYOOOOONATLE,GP01AGT7124,127.0.0.1,9090,SITE1,2024-11-16 21:33:31,SCYCLE416,BPR005,Payment cannot be processed,,GP01,685.01,Y,IMPS
REFYHHX34IAMWBJIZ12ZEY6ATDMOEFAUJU1HFH,FETCH,MSGICDNCSZDESJZWAJOQRLLYUAFZQMM8SFV3QR,FETCH,Water,001,Internet,KV01,PU51,FAILURE,9696884350,KV01TRN7GADTPTP,SURYOOOOONATLE,KV01AGT4076,127.0.0.1,9090,SITE0,2024-12-02 15:45:27,SCYCLE785,BOU001,Send failed to BOU,,KV01,301.86,N,IMPS
REFPI8LGPWMEMXIXEW8O4NDGATSDYPGBYV9ZZB,FETCH,MSGWKTSVYUPTHDJLKKXIRAJ1PXHHR5OFEZB1RP,FETCH,Electicity,200,POS,IC01,I021,FAILURE,9521621183,IC01TRNSZVOHCN5,TNEB00000IND01,IC01AGT5863,127.0.0.1,9090,SITE0,2025-02-27 20:28:29,SCYCLE778,BPR005,Payment cannot be processed,,IC01,131.3,N,Wallet
REF1KWEOWFH6XNRFP5VWLYQ9WQIXPYF6PDB5BL,FETCH,MSGCCHSUORMLBBKET08LBGVHCAN6AOHCHN0QNT,FETCH,Utility,000,Branch,UJ01,BA01,SUCCESS,9299205871,UJ01TRNKSKQBNEC,MUTHOOOOONATBO,UJ01AGT4303,127.0.0.1,9090,SITE1,2025-02-15 15:07:52,SCYCLE595,,,,UJ01,836.85,N,AEPS
REFHEXXLTNSRNGHFDFODVAK6UG8BWADQS7HJK4,FETCH,MSGLTQDZJKSKDBNMVRZC5RDEFVLMWVFLLYDASE,FETCH,Water,000,POS,HD01,PU51,SUCCESS,9416282557,HD01TRNVSOOUNZR,SURYOOOOONATLE,HD01AGT2905,127.0.0.1,9090,SITE1,2025-02-13 03:50:38,SCYCLE509,,,,HD01,531.62,Y,Cash
REFSWPRA0BMWD6EBQTUNZQUCHL4ZIPOUP0GOJ7,FETCH,MSGH5DSEJ3CLF1RLTHW5Z4ED4YPWE4A2A7GBY6,FETCH,Credit Card,001,Branch,MK01,SB51,FAILURE,9504855687,MK01TRNOPPKBIZ2,SBIC00000NATDN,MK01AGT7995,127.0.0.1,9090,SITE0,2024-11-30 22:55:52,SCYCLE698,BOU005,Unable to connect to BOU,,MK01,719.15,Y,Wallet
REFR6DO4WGFHRAEMWGO1EJCLTU57EGWHVYRKLY,FETCH,MSGHDE9ORDKKMHW6ICYTHFX5FHNXZ7NPZYKVOM,FETCH,Loan,001,ATM,HD01,KM11,FAILURE,9662086815,HD01TRNSDIIZ10C,KOTA0000ONATED,HD01AGT2210,127.0.0.1,9090,SITE0,2024-11-01 07:26:20,SCYCLE538,BOU005,Unable to connect to BOU,,HD01,166.06,Y,CBDC
REF79CPLNADWR1Q5XSNBER9KRF8RFIJ7UROWIQ,FETCH,MSGO1LGJOHNAHVAFTQKHTELUXBS1CPVXAHHOVK,FETCH,Mobile,000,Mobile,UJ01,EU51,SUCCESS,9974521689,UJ01TRN6WQEHZLG,VIDEOCONONATO1,UJ01AGT2084,127.0.0.1,9090,SITE1,2024-12-13 23:37:20,SCYCLE450,,,,UJ01,877.3,N,Cash
REFELCHHF4PGHX7UWQBQN6PDUEGM3ZXHCVORHK,FETCH,MSGZCZNVCDGYWVFO1UTEN5ONDTC0J13ZGHSPFR,FETCH,Water,001,Branch,BD01,PU51,FAILURE,9378594466,BD01TRNJDNNCRTB,SURYOOOOONATLE,BD01AGT7499,127.0.0.1,9090,SITE1,2024-09-16 11:16:58,SCYCLE482,BOU003,Connect Timeout to BOU,,BD01,307.25,N,CBDC
REFCLHICZZ4IFZVB5YSDHGMZCBIIPR0DX2C0WG,FETCH,MSGBOKQSG3OVYCYWIJP63JUVIKWOH9RUU1XPMO,FETCH,Electicity,200,Internet,IC01,I021,FAILURE,9116070786,IC01TRNTEISRYKN,TNEB00000IND01,IC01AGT2249,127.0.0.1,9090,SITE0,2024-10-26 15:49:21,SCYCLE194,BPR005,Payment cannot be processed,,IC01,609.02,Y,IMPS
REFSUZC54HKR1B6CYGMRONACYLZRS18RWHEW2Z,FETCH,MSGGWBMVCNSOK8ZTIA5TYUAEPUYPQM00P0JF7A,FETCH,Credit Card,001,POS,UJ01,SB51,FAILURE,9293912943,UJ01TRNYU6FYIBO,SBIC00000NATDN,UJ01AGT9284,127.0.0.1,9090,SITE1,2024-10-08 08:19:16,SCYCLE451,BOU002,Timeout at BOU,,UJ01,260.63,Y,IMPS
REFT6TJCQAXL8K3UWEEW3BBXMMOBNLVSANY1G5,FETCH,MSG1PB3KESUEPDGVGNTCDKTB9JN4ICCXOOOE4O,FETCH,IIFLOOOOONATD9,001,Internet,MK01,AX91,FAILURE,9375149890,MK01TRNTIQMLTNW,IIFLOOOOONATD9,MK01AGT3709,127.0.0.1,9090,SITE0,2024-09-30 06:46:48,SCYCLE396,BOU002,Timeout at BOU,,MK01,790.13,Y,CBDC
REFNPWZCMZ6K2J4PMAPF1LPX5UJNV5F3S8JQOO,FETCH,MSGH9P1PWRK5PO24ELO0KQ3L6ZJPD2UKZ8ZSBZ,FETCH,Loan,000,Agent,UJ01,KM11,SUCCESS,9424065996,UJ01TRNOCLGYYTG,KOTA0000ONATED,UJ01AGT5400,127.0.0.1,9090,SITE0,2024-09-22 21:03:41,SCYCLE248,,,,UJ01,839.51,Y,Debit_Card
REFACITXWYOWWYU0NAZ0OW7B1HUXCKZCUSHL6N,FETCH,MSGTNGHNWBTNCUYBE4TLKCCW8LERVR59IGWAYS,FETCH,Credit Card,200,POS,MK01,SB51,FAILURE,9745632868,MK01TRNCM0IFDHZ,SBIC00000NATDN,MK01AGT3786,127.0.0.1,9090,SITE0,2024-10-02 21:19:39,SCYCLE810,BPR005,Payment cannot be processed,,MK01,627.41,Y,Credit_Card
REF3ZPJL0CQQPJZSR3PUNK2MN9GIGGLFXOCBWM,FETCH,MSGRCUNXM0QHEKUV6KN8OQ10B6CCDFICUC6DF8,FETCH,IIFLOOOOONATD9,200,Mobile,UJ01,AX91,FAILURE,9214361197,UJ01TRNHKFL7INX,IIFLOOOOONATD9,UJ01AGT6904,127.0.0.1,9090,SITE0,2024-09-16 21:07:36,SCYCLE624,BPR005,Payment cannot be processed,,UJ01,551.25,Y,Cash
REF09YVZLYCYBEEVKDPGRBJWFMPR1JPWRQ5C2I,FETCH,MSG9NX5SXLY1QFZREEUBCCIKT47F31LFABZGV6,FETCH,Credit Card,001,Branch,KV01,SB51,FAILURE,9369628386,KV01TRNLI3SP5EC,SBIC00000NATDN,KV01AGT5091,127.0.0.1,9090,SITE0,2025-02-14 11:03:45,SCYCLE136,BOU005,Unable to connect to BOU,,KV01,207.27,Y,CBDC
REFYXV4YUX8L8PUI545EQ2WKFSLAYXBMNT3MIN,FETCH,MSGZRW9Q6LH5ARDBKMGVGWVUXKI35DWMXJ8NIX,FETCH,Loan,000,Agent,UJ01,KM11,SUCCESS,9338368559,UJ01TRNSCN4AN64,KOTA0000ONATED,UJ01AGT7974,127.0.0.1,9090,SITE1,2024-10-21 18:42:12,SCYCLE529,,,,UJ01,279.15,Y,Debit_Card
REFLFWZE9FL2XFNCUE43I4IMDMCZYFZ0XYPNBK,FETCH,MSGJD3J6PYYDZYHCT8LBF0HYPMIVY5LBVHYQUB,FETCH,Water,001,Internet,KV01,PU51,FAILURE,9156523512,KV01TRNSO6KCPSN,SURYOOOOONATLE,KV01AGT8298,127.0.0.1,9090,SITE1,2025-02-07 02:31:16,SCYCLE988,BOU002,Timeout at BOU,,KV01,244.5,Y,Credit_Card
REF7LKAPBFJCWX5ERI6WGFJDV1VTAKWBAODS1W,FETCH,MSGIVDAGCSB8QWEHCABAOYWAICPQJLJACMBI0P,FETCH,Utility,001,Internet,GP01,BA01,FAILURE,9483648435,GP01TRNTKQY3XRJ,MUTHOOOOONATBO,GP01AGT8359,127.0.0.1,9090,SITE1,2024-11-28 22:25:09,SCYCLE256,BOU003,Connect Timeout to BOU,,GP01,81.93,Y,IMPS
REFGLFROL8M1KBFH4NZ4GFMOJEBPE2VRYCMRVF,FETCH,MSGZ7JVYZIIRPGYGVIPKAS2MIHDXZH207SCOG0,FETCH,Mobile,200,ATM,HD01,EU51,FAILURE,9912488436,HD01TRN6L3KN4QF,VIDEOCONONATO1,HD01AGT6331,127.0.0.1,9090,SITE0,2024-10-28 09:02:24,SCYCLE321,BPR005,Payment cannot be processed,,HD01,342.54,Y,Wallet
REFAXREFFDCAVJAOU16Y40HCRNFK4UFQK3RNM4,FETCH,MSGRWD8YD3YKPQSKGMOFMLVPEFY2M551PHFHER,FETCH,Mobile,000,ATM,PP01,EU51,SUCCESS,9280598428,PP01TRNTILZEWEL,VIDEOCONONATO1,PP01AGT5857,127.0.0.1,9090,SITE0,2024-10-28 11:25:56,SCYCLE155,,,,PP01,361.18,Y,IMPS
REF0QOPYHGHFLH2L9LZCPYWPKBLIOF5LC2PS2R,FETCH,MSGFHLXOTGQFVUS9EHZQCXFRPD0DXPZAE7DU0B,FETCH,IIFLOOOOONATD9,200,Internet,HD01,AX91,FAILURE,9365188598,HD01TRNA4F3EV4M,IIFLOOOOONATD9,HD01AGT6486,127.0.0.1,9090,SITE0,2025-02-23 03:20:04,SCYCLE393,BPR005,Payment cannot be processed,,HD01,679.13,Y,Cash
REF5ZDZIFY3GTNBUHE9YRPGMVYRNED2XWRWNXD,FETCH,MSGQEOUJU3UCSYRUJ16UJLPAR57R6TWYNWZ9M8,FETCH,Utility,000,Mobile,MK01,BA01,SUCCESS,9374858485,MK01TRN5XP0XWU6,MUTHOOOOONATBO,MK01AGT4215,127.0.0.1,9090,SITE1,2025-01-09 13:26:39,SCYCLE948,,,,MK01,638.12,N,Net_Banking
REFB4TNBXXQRG5BAZ6QVCKJPFNKKT7HAOIF4EP,FETCH,MSGBKLOOM6MDLJPYDCTXX98S3M3HYMYLISW9AV,FETCH,Mobile,000,Agent,UJ01,EU51,SUCCESS,9980426711,UJ01TRNWCRSIOUJ,VIDEOCONONATO1,UJ01AGT5589,127.0.0.1,9090,SITE0,2024-11-05 02:50:21,SCYCLE135,,,,UJ01,710.12,Y,Cash
REFVCJZ4PJ2LPPWG6EPNO3TONXYML7OLCAWP7L,FETCH,MSG6JOO9CT5EPVWUYNU7AY0DMZ3QN4VW2LS85X,FETCH,Credit Card,000,Mobile,MK01,SB51,SUCCESS,9246395813,MK01TRNH5SR9TFE,SBIC00000NATDN,MK01AGT8391,127.0.0.1,9090,SITE1,2024-12-30 18:13:24,SCYCLE197,,,,MK01,694.28,Y,CBDC
REFBEW2MFK4LEFOWAAKZYUWROM4W9BXR0314HG,FETCH,MSGENAAXXP91SDSVLVHVLPGPDFNIQAI1S80TLK,FETCH,Mobile,001,POS,HD01,EU51,FAILURE,9192238870,HD01TRNPLUVGFLZ,VIDEOCONONATO1,HD01AGT6518,127.0.0.1,9090,SITE1,2025-02-24 13:12:52,SCYCLE531,BOU004,Read Timeout to BOU,,HD01,430.72,N,Net_Banking
REFLCE9LTSLBERFEUZC4OSR66I6EQMW5CSZEWK,FETCH,MSG3XE05HVL9KPZHH881CNJEZOKWXVXB72WROL,FETCH,Water,001,Agent,KV01,PU51,FAILURE,9204149344,KV01TRNS2FRDXCR,SURYOOOOONATLE,KV01AGT9567,127.0.0.1,9090,SITE1,2024-12-25 20:52:24,SCYCLE506,BOU002,Timeout at BOU,,KV01,77.68,Y,Credit_Card
REFDCCK3LZYVRWTSSP6AOMCVK1QGUFL6MLVAIH,FETCH,MSGJDQX3AFRBGKXIAY8OK1YYRWKC2OZK2IK8OD,FETCH,Utility,001,Internet,MK01,BA01,FAILURE,9640733389,MK01TRN4L6NZHMZ,MUTHOOOOONATBO,MK01AGT6603,127.0.0.1,9090,SITE0,2025-01-04 07:49:19,SCYCLE976,BOU004,Read Timeout to BOU,,MK01,459.46,N,Debit_Card
REFVSDGYWTVVT7ZJDVCUIAQYNQJFY7LAIUBYNW,FETCH,MSGLYOCCX4JEC87MRU8JHD5SIZOT9CGANSFERE,FETCH,Credit Card,000,Internet,HD01,SB51,SUCCESS,9616215482,HD01TRNT19JP09M,SBIC00000NATDN,HD01AGT6173,127.0.0.1,9090,SITE1,2025-01-06 15:14:40,SCYCLE561,,,,HD01,553.63,N,Wallet
REF11L0P530KKHOCKWOKMWSNXM9F41GVJJKOV2,FETCH,MSGD7TZAU35CMDNRBBHRXZFVCYWIBHSXOEM0HV,FETCH,Electicity,200,POS,JH01,I021,FAILURE,9235975874,JH01TRNBMDOP6TO,TNEB00000IND01,JH01AGT7174,127.0.0.1,9090,SITE1,2024-10-08 21:05:02,SCYCLE924,BPR005,Payment cannot be processed,,JH01,25.5,Y,CBDC
REFUKVXWK5J5EUL41IVPZPJYMMWL74WRQIB4LM,FETCH,MSG0VFY2HTFLQYGJVJUGFCMEJAE087TIIUTQAX,FETCH,IIFLOOOOONATD9,200,POS,GP01,AX91,FAILURE,9989505855,GP01TRNOFDPHSCV,IIFLOOOOONATD9,GP01AGT6838,127.0.0.1,9090,SITE0,2025-02-21 01:19:11,SCYCLE639,BPR005,Payment cannot be processed,,GP01,826.22,Y,Cash
REFQNF6MGBKY4QRDGRZ47SEDL71VJ5ALVWGHEB,FETCH,MSG7QZBSYSS07V0N0UNTRWWLIHQXUXWC9JWQ4Q,FETCH,Credit Card,000,POS,EU01,SB51,SUCCESS,9194778503,EU01TRNADITECEE,SBIC00000NATDN,EU01AGT6171,127.0.0.1,9090,SITE0,2025-02-11 19:43:57,SCYCLE586,,,,EU01,695.77,Y,Debit_Card
REFWXJA0LOX09DIOSIVOULKJPTVPM90NMAWGME,FETCH,MSGWZYGBBPSEVNNIJCU2R2LLMUSHYNFOICF7WH,FETCH,Mobile,000,Branch,MK01,EU51,SUCCESS,9848285770,MK01TRNBJCQDGFK,VIDEOCONONATO1,MK01AGT6014,127.0.0.1,9090,SITE1,2025-02-17 20:20:44,SCYCLE940,,,,MK01,927.99,Y,CBDC
REF1RF9GS7NCD10NXTYEYLEHDDBAPTUODWS4NB,FETCH,MSG9ZSTI4UNE0QRSCO4D7JYOXTCVVUPXSM1RGF,FETCH,Water,001,ATM,MK01,PU51,FAILURE,9273844936,MK01TRNNQKNETTT,SURYOOOOONATLE,MK01AGT6550,127.0.0.1,9090,SITE0,2025-02-25 16:09:35,SCYCLE248,BOU004,Read Timeout to BOU,,MK01,840.68,N,Net_Banking
REFH5TTNVCEKXUXTT9BQXUAKSELH3PPS2AUDWY,FETCH,MSGP3EFI4PNHHWMYRAVU0HD1KGS0O3U7JCLJG7,FETCH,Credit Card,200,ATM,PP01,SB51,FAILURE,9281998776,PP01TRNNQT5WFDD,SBIC00000NATDN,PP01AGT6319,127.0.0.1,9090,SITE0,2024-10-15 22:35:45,SCYCLE557,BPR005,Payment cannot be processed,,PP01,581.83,Y,Credit_Card
REFQKIEOYUNKHJR2CFIRBIT6H361F5AUDEZY0W,FETCH,MSGZBY7R96SOTO2QFTTK7M9EQ0LH3NPGK5OKPK,FETCH,Utility,001,ATM,UJ01,BA01,FAILURE,9992070422,UJ01TRNLJ7MJVEH,MUTHOOOOONATBO,UJ01AGT8235,127.0.0.1,9090,SITE1,2024-10-10 01:11:32,SCYCLE114,BOU003,Connect Timeout to BOU,,UJ01,780.31,Y,Net_Banking
REFHGFM0IEXP4LQJ4JWGAWODYFFQWYBJXHRIMZ,FETCH,MSGLEWQNENKMYTIOKZQOTMIRSMDBQGHEFABIHM,FETCH,IIFLOOOOONATD9,200,Mobile,JH01,AX91,FAILURE,9617364873,JH01TRNXGYQAVSO,IIFLOOOOONATD9,JH01AGT2052,127.0.0.1,9090,SITE1,2024-11-11 18:24:09,SCYCLE213,BPR005,Payment cannot be processed,,JH01,163.9,Y,AEPS
REFIJDO9GXYOZM8QJELIFL2P0XHHNRQTULCFGC,FETCH,MSGAV10FENGNWY0PQYRLJXG3NHO5JCR5D466AN,FETCH,Water,001,Internet,JH01,PU51,FAILURE,9124789706,JH01TRNY5TIKSOX,SURYOOOOONATLE,JH01AGT9051,127.0.0.1,9090,SITE0,2024-09-19 09:36:36,SCYCLE315,BOU004,Read Timeout to BOU,,JH01,677.38,Y,Net_Banking
REFDGTPFPNYZYB7D7WKI0VLGP26EQEEMQOTXXM,FETCH,MSG3S84XQTMWZCLRTKA5SWYZIJJB6KA0DLHKZ5,FETCH,Electicity,200,ATM,KV01,I021,FAILURE,9171656216,KV01TRNHWDIAZYA,TNEB00000IND01,KV01AGT9879,127.0.0.1,9090,SITE1,2024-09-13 14:39:29,SCYCLE503,BPR005,Payment cannot be processed,,KV01,578.9,Y,AEPS
REF7A3M74KKXM3RCUPL1LJGXCPWLD68NONR7SO,FETCH,MSGFUJAQTAZKRWBLB78UUYV5MYUV1HICPX4FFO,FETCH,IIFLOOOOONATD9,200,Internet,EU01,AX91,FAILURE,9908548427,EU01TRNL9XHEYMO,IIFLOOOOONATD9,EU01AGT6489,127.0.0.1,9090,SITE0,2025-01-12 01:49:38,SCYCLE554,BPR005,Payment cannot be processed,,EU01,309.51,N,UPI
REFPZLT51V02SAHCCAFGZGYQWDZB8R1ZIQ5DOE,FETCH,MSGUT2JJ0QSGEXIKULABGL0TLUQWQUKB98CJWR,FETCH,Water,001,Mobile,MK01,PU51,FAILURE,9244897684,MK01TRN71VBITEO,SURYOOOOONATLE,MK01AGT6849,127.0.0.1,9090,SITE1,2025-02-12 21:32:25,SCYCLE298,BOU001,Send failed to BOU,,MK01,652.16,N,Net_Banking
REFCKRUO1RLLZTLCEARAFIQL5GVWG5XMJZHKUL,FETCH,MSGEAUNGLKFHSYTRA9IX3OETM0EXKJRKVX9VAM,FETCH,Credit Card,001,Internet,BD01,SB51,FAILURE,9364293373,BD01TRNRUWYGHY2,SBIC00000NATDN,BD01AGT6618,127.0.0.1,9090,SITE1,2024-12-11 20:22:21,SCYCLE758,BOU001,Send failed to BOU,,BD01,321.58,Y,CBDC
REFJTD1L4ZJ28NQ3C9K0W7RSPCVHEGJXEYKLKA,FETCH,MSGE46VLXUSWCCU7YMCCYSSNT5WRED8MQC71EO,FETCH,Electicity,000,Mobile,GP01,I021,SUCCESS,9448635633,GP01TRN6ERYJJ19,TNEB00000IND01,GP01AGT3663,127.0.0.1,9090,SITE1,2024-12-26 19:40:37,SCYCLE180,,,,GP01,95.77,N,Net_Banking
REFPP7EBEJYIJPLJRQV7S6QYEH7D0K0FXTGL2A,FETCH,MSGVK08ONSHPEHJ6YT0QBZOH3UBWCXWGCHDXF4,FETCH,Electicity,200,POS,IC01,I021,FAILURE,9905738341,IC01TRNHEFTWSAZ,TNEB00000IND01,IC01AGT6848,127.0.0.1,9090,SITE0,2025-01-28 13:42:53,SCYCLE225,BPR005,Payment cannot be processed,,IC01,698.57,Y,Wallet
REFMNRFHI830U670BKWVCREDNCGOC0GBOOYPUZ,FETCH,MSGVYL7VLKAJ7DOKRWMYXYUMUMRUJ6GHROJEC4,FETCH,Utility,000,POS,UJ01,BA01,SUCCESS,9214318359,UJ01TRNN4H5KTSJ,MUTHOOOOONATBO,UJ01AGT3673,127.0.0.1,9090,SITE0,2025-01-13 12:19:26,SCYCLE803,,,,UJ01,820.88,N,Debit_Card
REF5AHCBIEQ5BBHBRCYHJ8SSA7PNFM7R3T5VEV,FETCH,MSGAJSRQOYQYTAAJGRK5CGCKI56ODQUXEEDAMM,FETCH,IIFLOOOOONATD9,001,Mobile,PP01,AX91,FAILURE,9181972993,PP01TRNUM6M3YPH,IIFLOOOOONATD9,PP01AGT3384,127.0.0.1,9090,SITE1,2024-12-30 13:12:35,SCYCLE679,BOU001,Send failed to BOU,,PP01,894.5,Y,Credit_Card
REFHXUNGDZOOEZK3Y3ZLAAHTNNXM0TJKHJEMIJ,FETCH,MSGLPSP81FTDOJCI7WIUNVOGA86NGZIEM2ZFD5,FETCH,Electicity,001,ATM,JH01,I021,FAILURE,9143310820,JH01TRNS7O26FGF,TNEB00000IND01,JH01AGT2102,127.0.0.1,9090,SITE0,2024-09-09 16:12:35,SCYCLE304,BOU001,Send failed to BOU,,JH01,721.93,Y,AEPS
REFJDPLVE5H3FFPJ28YRL9VI4UNEEEO4BEYGW1,FETCH,MSG76SMV40YQ2C5WZTXTP370EPV2LZ9GOYRULQ,FETCH,Electicity,200,Branch,KV01,I021,FAILURE,9228804655,KV01TRN36UPLXM7,TNEB00000IND01,KV01AGT2036,127.0.0.1,9090,SITE1,2025-02-08 15:38:15,SCYCLE166,BPR005,Payment cannot be processed,,KV01,450.08,Y,Cash
REFXHGFFYODR8IS1T6TDZVYL5U3EFXF34VVTVV,FETCH,MSGTZN3TGSZB2DDSXLXSNNLLDUPLBEFO9JLLB0,FETCH,IIFLOOOOONATD9,000,Internet,KV01,AX91,SUCCESS,9749693381,KV01TRNTG8BYW58,IIFLOOOOONATD9,KV01AGT1306,127.0.0.1,9090,SITE1,2025-01-09 04:50:04,SCYCLE518,,,,KV01,609.85,Y,Net_Banking
